    |             BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#   |                     |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |
 674|   SWIFT J1331.2-2524|202.761|-25.433|   4.31|                ESO 509- G 038|                               |202.8079|-25.4028|   10.37|    6.91|   14.51|  0.0|1.66|0.00|3.40|      2.50| 0.0260|43.20|           |         50|Sy1.9
 675|   SWIFT J1331.6-0504|202.989| -5.153|   5.83|                  PKS 1329-049|                               |203.0186| -5.1620|   15.50|   12.04|   18.83|  0.0|1.51|1.05|1.99|      1.00| 2.1500|47.73|           |         80|Beamed AGN
 676|   SWIFT J1332.0-7754|202.954|-77.876|   7.82|                ESO 021- G 004|                               |203.1692|-77.8446|   15.68|   12.97|   18.27|  0.0|1.74|1.28|2.25|      1.60| 0.0098|42.53|           |         70|Unknown AGN
 677|   SWIFT J1333.5-3401|203.375|-34.025|  10.65|                    ESO 383-18|                               |203.3600|-34.0160|   18.21|   15.79|   20.54|  0.0|2.59|2.26|2.96|      1.10| 0.0130|42.84|           |         50|Sy2
 678|   SWIFT J1334.8-2328|203.659|-23.426|   7.22|                ESO 509-IG 066|                               |203.6652|-23.4465|   16.76|   13.53|   19.86|  0.0|1.87|1.46|2.33|      1.60| 0.0343|43.66|           |         50|Sy1.9
 679|   SWIFT J1336.0+0304|203.971|  3.009|   6.18|                      NGC 5231|                               |203.9510|  2.9990|   10.01|    7.70|   12.23|  0.0|2.40|1.78|3.23|      0.30| 0.0218|43.03|           |         50|Sy2
 680|   SWIFT J1335.8-3416|203.973|-34.294|  33.31|                MCG -06-30-015|                               |203.9741|-34.2956|   59.53|   57.22|   61.91|  0.0|2.47|2.36|2.58|      2.80| 0.0077|42.89|           |         50|Sy1.9
 681|   SWIFT J1337.7-1253|204.411|-12.948|   6.67|               [HB89] 1334-127|                               |204.4158|-12.9569|   13.21|   10.55|   15.96|  0.0|2.19|1.71|2.77|      0.60| 0.5390|46.18|           |         80|Beamed AGN
 682|   SWIFT J1338.2+0433|204.571|  4.543|  49.53|                      NGC 5252|                               |204.5665|  4.5426|  103.15|  100.63|  105.77|  0.0|1.87|1.81|1.93|      0.60| 0.0230|44.09|           |         50|Sy2
 683|   SWIFT J1341.2-1439|205.306|-14.639|  11.41|       2MASX J13411287-1438407|                               |205.3038|-14.6446|   25.17|   22.34|   28.09|  0.0|2.03|1.78|2.30|      3.10| 0.0418|44.01|           |         40|Sy1.2
 684|   SWIFT J1341.5+6742|205.299| 67.691|   4.57|                      NGC 5283|                               |205.2740| 67.6723|    7.43|    5.24|    9.62|  0.0|1.81|1.20|2.54|      0.20| 0.0104|42.25|           |         50|Sy2
 685|   SWIFT J1341.2+3023|205.304| 30.367|  11.88|                       Mrk 268|                               |205.2964| 30.3781|   18.59|   16.51|   20.67|  0.0|2.07|1.83|2.33|      1.50| 0.0399|43.84|           |         50|Sy1.9
 686|   SWIFT J1341.9+3537|205.471| 35.658|   8.03|                      NGC 5273|                               |205.5347| 35.6542|   15.95|   13.54|   18.37|  0.0|1.52|1.18|1.87|      0.50| 0.0035|41.63|           |         40|Sy1.5
 687|   SWIFT J1344.7+1934|206.102| 19.534|   7.49|                  CGCG 102-048|                               |206.0653| 19.5667|   18.28|   15.44|   21.10|  0.0|1.41|1.00|1.82|      1.60| 0.0269|43.48|           |         50|Sy2
 688|   SWIFT J1345.5+4139|206.334| 41.687|   9.00|                      NGC 5290|                               |206.3299| 41.7126|   14.87|   12.38|   17.14|  0.0|1.88|1.56|2.23|      0.70| 0.0086|42.39|           |         50|Sy2
 689|   SWIFT J1346.4+1924|206.587| 19.379|   8.03|       2MASX J13462846+1922432|                               |206.6184| 19.3787|   11.86|    9.51|   13.99|  0.0|2.41|1.99|2.93|      1.10| 0.0840|44.32|           |         40|Sy1
 690|   SWIFT J1347.1+7325|206.616| 73.370|   7.59|        2MASSi J1346085+732053|                               |206.5351| 73.3480|   10.34|    8.04|   12.40|  0.0|2.18|1.75|2.70|      0.40| 0.2900|45.44|           |         40|Sy1
 691|   SWIFT J1347.5-3254|206.841|-32.885|  10.96|                    ABELL 3571|                               |206.8706|-32.8658|   13.89|   12.37|   15.21|  0.0|4.82|4.19|5.61|      1.50|       |     |           |         30|Galaxy Cluster
 692|   SWIFT J1347.4-6033|206.884|-60.598|  54.43|                    4U 1344-60|                               |206.9000|-60.6178|  111.79|  108.85|  114.34|  0.0|2.00|1.94|2.05|      3.00| 0.0129|43.62|           |         50|Sy1.9
 693|   SWIFT J1347.7+0212|206.939|  2.243|   5.32|                LBQS 1344+0233|                               |206.8516|  2.3119|    5.97|    4.05|    7.47|  0.0|3.18|2.20|4.87|      0.60| 1.3133|46.79|           |         40|Sy1
 694|   SWIFT J1349.3-3018|207.329|-30.306| 117.51|                      IC 4329A|                               |207.3303|-30.3094|  263.25|  259.96|  266.11|  0.0|2.05|2.02|2.07|     26.30| 0.0160|44.18|           |         40|Sy1.5
 695|   SWIFT J1349.7+0209|207.430|  2.103|   7.86|                        UM 614|                               |207.4701|  2.0791|   16.21|   13.10|   18.89|  0.0|1.91|1.53|2.34|      0.40| 0.0327|43.60|           |         40|Sy1.5
 696|   SWIFT J1351.5-1814|207.892|-18.230|   8.19|       2MASX J13512953-1813468|                               |207.8729|-18.2297|   16.34|   13.26|   19.00|  0.0|2.22|1.82|2.68|      1.70| 0.0122|42.74|           |         50|Sy1.9
 697|   SWIFT J1352.8+6917|208.255| 69.315|  21.95|                       Mrk 279|                               |208.2644| 69.3082|   34.66|   32.07|   36.45|  0.0|1.90|1.76|2.04|      1.40| 0.0304|43.87|           |         40|Sy1.5
 698|   SWIFT J1353.7-1122|208.349|-11.439|   6.60|       2MASX J13532820-1123055|                               |208.3675|-11.3850|   13.73|   10.06|   16.24|  0.0|1.98|1.53|2.49|      1.60| 0.0688|44.20|           |         50|Sy2
 699|   SWIFT J1354.1-3748|208.528|-37.790|  10.48|                  TOLOLO 00113|                               |208.5640|-37.7760|   22.10|   18.63|   24.48|  0.0|2.00|1.70|2.33|      1.10| 0.0520|44.15|           |         50|Sy2
 700|   SWIFT J1354.5+1326|208.624| 13.472|   7.23|       2MASX J13542913+1328068|                               |208.6216| 13.4687|   13.33|   10.27|   15.43|  0.0|1.88|1.43|2.39|      0.70| 0.0633|44.11|           |         50|Sy2
 701|   SWIFT J1355.6+3524|208.916| 35.350|   6.97|       2MASX J13553383+3520573|                               |208.8909| 35.3494|    9.93|    8.68|   12.21|  0.0|2.20|1.77|2.71|      0.90| 0.1016|44.42|           |         70|Unknown AGN
 702|   SWIFT J1356.1+3832|208.964| 38.559|  11.46|                       Mrk 464|                               |208.9730| 38.5746|   18.19|   16.86|   20.61|  0.0|1.98|1.74|2.25|      0.80| 0.0501|44.03|           |         40|Sy1.5
 703|   SWIFT J1355.9+1822|208.993| 18.307|   4.15|                       Mrk 463|                               |209.0120| 18.3721|    8.48|    6.78|   11.57|  0.0|1.71|1.14|2.27|      2.10| 0.0504|43.71|           |         50|Sy1.9
 704|   SWIFT J1356.6-1932|209.122|-19.525|   6.87|                ESO 578- G 009|                               |209.1529|-19.5292|   13.87|   12.02|   17.23|  0.0|2.13|1.64|2.73|      0.90| 0.0350|43.59|           |         50|Sy1.9
 705|   SWIFT J1400.9-6324|210.142|-63.417|   9.38|               IGR J14003-6326|                               |210.1904|-63.4285|   14.90|   12.96|   16.94|  0.0|2.49|2.10|2.98|      1.80|       |     |           |        150|Pulsar
 706|   SWIFT J1403.6-6146|211.009|-61.703|   5.99|         [CG2001] G311.45-0.13|                               |211.1296|-61.7897|   16.98|   14.30|   19.79|  0.0|2.07|1.66|2.54|      0.80|       |     |           |         12|U2
 707|   SWIFT J1408.1-3024|212.073|-30.379|   7.57|       2MASX J14080674-3023537|                               |212.0282|-30.3983|   15.82|   13.31|   18.47|  0.0|2.16|1.78|2.60|      1.30| 0.0235|43.30|           |         50|Sy1.9
 708|   SWIFT J1408.2-6113|212.126|-61.180|   7.86|            SWIFT J1408.2-6113|                               |212.1917|-61.1320|   11.54|    9.76|   13.44|  0.0|2.68|2.22|3.25|      1.00|       |     |           |         90|CV
 709|   SWIFT J1409.2-4515|212.339|-45.255|   6.68|                      V834 Cen|                               |212.2810|-45.2880|    7.37|    6.23|    8.66|  0.0|4.46|3.43|6.00|      0.90|       |     |           |         90|CV
 710|   SWIFT J1410.9-4229|212.710|-42.483|   7.08|       2MASX J14104482-4228325|                               |212.6868|-42.4758|   12.49|   10.70|   15.03|  0.0|2.46|1.97|3.07|      0.50| 0.0339|43.52|           |         50|Sy2
 711|   SWIFT J1412.9-6522|213.292|-65.342| 143.70|               Circinus Galaxy|                               |213.2913|-65.3390|  273.17|  271.27|  275.86|  0.0|2.09|2.07|2.11|    207.60| 0.0014|42.07|           |         50|Sy2
 712|   SWIFT J1413.2-0312|213.311| -3.208| 116.80|                      NGC 5506|                               |213.3119| -3.2075|  239.40|  237.28|  242.39|  0.0|2.11|2.08|2.14|     48.10| 0.0062|43.31|           |         50|Sy1.9
 713|   SWIFT J1416.9-1158|214.219|-11.982|   8.29|       2MASX J14165001-1158577|                               |214.2084|-11.9829|   15.14|   13.27|   17.80|  0.0|2.51|2.12|2.97|      1.60| 0.0986|44.57|           |         40|Sy1.5
 714|   SWIFT J1416.9-4640|214.215|-46.703|  10.94|               IGR J14175-4641|                               |214.2652|-46.6948|   23.77|   21.03|   26.63|  0.0|1.89|1.62|2.19|      1.30| 0.0760|44.53|           |         50|Sy2
 715|   SWIFT J1417.7+6143|214.407| 61.735|   4.57|       2MASX J14174289+6141523|                               |214.4289| 61.6979|    7.28|    5.14|    9.48|  0.0|1.77|1.16|2.49|      0.80| 0.1188|44.43|           |         50|Sy2
 716|   SWIFT J1417.7+2539|214.449| 25.720|   4.84|               [HB89] 1415+259|                               |214.4860| 25.7240|    5.93|    4.20|    7.70|  0.0|2.61|1.91|3.65|      0.60| 0.2370|45.00|           |         80|Beamed AGN
 717|   SWIFT J1417.9+2507|214.500| 25.135|  49.88|                      NGC 5548|                               |214.4981| 25.1368|   86.47|   84.19|   88.83|  0.0|1.91|1.85|1.97|      1.10| 0.0172|43.76|           |         40|Sy1.5
 718|   SWIFT J1418.8-6055|214.792|-60.879|   6.77|                        Rabbit|                               |214.6785|-60.9675|    8.01|    4.03|   12.05|  0.0|1.53|0.00|3.06|      0.60|       |     |           |        150|Pulsar
 719|   SWIFT J1419.0-2639|214.847|-26.639|  17.27|                  ESO 511-G030|                               |214.8434|-26.6447|   39.27|   35.98|   42.58|  0.0|2.05|1.86|2.24|      0.90| 0.0224|43.65|           |         40|Sy1
 720|   SWIFT J1419.8-6047|215.311|-60.577|   4.89|                PSR J1420-6048|                               |215.0343|-60.8046|   10.21|    7.08|   13.38|  0.0|2.24|1.45|3.28|      1.70|       |     |           |        150|Pulsar
 721|   SWIFT J1421.2-6242|215.292|-62.705|  35.30|                    4U 1416-62|                               |215.3030|-62.6980|   52.35|   50.08|   54.63|  0.0|2.61|2.50|2.72|      4.90|       |     |           |        180|HMXB
 722|   SWIFT J1421.4+4747|215.386| 47.801|  13.28|                  SBS 1419+480|                               |215.3742| 47.7902|   17.42|   15.61|   19.64|  0.0|2.16|1.89|2.47|      1.10| 0.0723|44.35|           |         40|Sy1.2
 723|   SWIFT J1424.2+2435|216.097| 24.600|  10.87|                      NGC 5610|                               |216.0954| 24.6144|   17.04|   14.95|   19.58|  0.0|2.12|1.85|2.43|      0.80| 0.0169|43.04|           |         50|Sy2
 724|   SWIFT J1424.8-6122|216.274|-61.342|   8.34|     SWIFT J142507.92-611858.2|                               |216.2811|-61.3159|   12.48|   10.43|   14.94|  0.0|2.55|2.10|3.10|      0.90|       |     |           |         90|CV
 725|   SWIFT J1426.1+3747|216.494| 37.813|   6.15|                    ABELL 1914|                               |216.5124| 37.8256|    5.44|    4.65|    6.48|  0.0|4.59|3.66|6.01|      0.50|       |     |           |         30|Galaxy Cluster
 726|   SWIFT J1427.5+1949|216.802| 19.826|   8.98|                       Mrk 813|                               |216.8540| 19.8310|   12.26|   10.98|   14.13|  0.0|2.39|2.00|2.85|      1.00| 0.1105|44.59|           |         40|Sy1.2
 727|   SWIFT J1428.7+4234|217.149| 42.655|  17.63|                  1ES 1426+428|                               |217.1361| 42.6724|   20.85|   19.81|   22.35|  0.0|2.56|2.34|2.79|      0.60| 0.1290|44.96|           |         80|Beamed AGN
 728|   SWIFT J1429.2+0118|217.283|  1.286|   9.78|                      Mrk 1383|                               |217.2775|  1.2851|   17.87|   16.21|   20.26|  0.0|2.18|1.79|2.62|      1.00| 0.0865|44.52|           |         40|Sy1
 729|   SWIFT J1430.2-6712|217.507|-67.263|  10.10|         1RXS J142959.9-671447|                               |217.4996|-67.2465|   16.46|   15.05|   18.50|  0.0|2.36|2.04|2.75|      0.80|       |     |           |        190|LMXB
 730|   SWIFT J1431.2+2816|217.801| 28.236|   6.99|                       Mrk 684|                               |217.7700| 28.2873|   13.83|   11.35|   17.01|  0.0|1.61|1.20|2.04|      0.30| 0.0461|43.84|           |         40|Sy1
 731|   SWIFT J1432.8-4412|218.190|-44.150|   6.46|                      NGC 5643|                               |218.1699|-44.1746|   16.80|   13.70|   20.75|  0.0|1.61|1.13|2.10|      0.30| 0.0040|41.77|           |         50|Sy2
 732|   SWIFT J1433.3-6116|218.313|-61.275|   9.02|               IGR J14331-6112|                               |218.2847|-61.2611|   13.42|   11.40|   16.01|  0.0|2.56|2.15|3.06|      0.60|       |     |           |        180|HMXB
 733|   SWIFT J1433.9+0528|218.463|  5.473|   8.48|                      NGC 5674|                               |218.4677|  5.4582|   21.07|   18.05|   24.94|  0.0|1.65|1.32|2.00|      0.40| 0.0249|43.47|           |         50|Sy2
 734|   SWIFT J1434.9+4837|218.786| 48.641|   5.55|                      NGC 5683|                               |218.7185| 48.6619|    7.65|    5.72|   10.13|  0.0|2.05|1.55|2.65|      1.10| 0.0362|43.37|           |         40|Sy1.2
 735|   SWIFT J1436.4+5846|219.092| 58.785|  19.15|                       Mrk 817|                               |219.0920| 58.7943|   28.77|   26.71|   31.08|  0.0|1.86|1.71|2.02|      1.40| 0.0314|43.81|           |         40|Sy1.2
 736|   SWIFT J1436.8-1615|219.169|-16.191|   7.85|       2MASX J14364961-1613410|                               |219.2067|-16.2281|   22.18|   18.73|   26.02|  0.0|1.66|1.29|2.04|      0.20| 0.1445|45.09|           |         40|Sy1.5
 737|   SWIFT J1439.2+1417|219.843| 14.289|   6.83|       2MASX J14391186+1415215|                               |219.7995| 14.2561|   14.48|   11.82|   17.45|  0.0|1.76|1.28|2.29|      0.60| 0.0714|44.26|           |         50|Sy2
 738|   SWIFT J1441.4+5341|220.216| 53.545|  10.84|                       Mrk 477|                               |220.1587| 53.5044|   13.96|   12.07|   16.07|  0.0|2.11|1.80|2.45|      1.90| 0.0377|43.66|           |         50|Sy1.9
 739|   SWIFT J1442.5-1715|220.601|-17.242|  31.31|                      NGC 5728|                               |220.5997|-17.2532|   84.74|   81.34|   87.92|  0.0|1.85|1.76|1.94|      5.10| 0.0093|43.21|           |         50|Sy1.9
 740|   SWIFT J1445.6+2702|221.489| 27.024|   5.61|                  CGCG 164-019|                               |221.4035| 27.0348|   13.84|   10.81|   16.68|  0.0|1.25|0.71|1.77|      0.60| 0.0299|43.45|           |         50|Sy1.9
 741|   SWIFT J1446.7-6416|221.746|-64.278|   6.70|               IGR J14471-6414|                               |221.6167|-64.2333|   14.82|   11.95|   17.52|  0.0|1.72|1.31|2.13|      1.70| 0.0530|44.00|           |         40|Sy1
 742|   SWIFT J1447.0-5814|221.774|-58.243|   5.78|        SWIFT J144719.3-581616|                               |221.8304|-58.2706|    8.17|    6.13|   10.11|  0.0|2.75|2.00|3.80|      0.80|       |     |           |         12|U2
 743|   SWIFT J1448.4-5945|222.141|-59.719|  13.44|            SWIFT J1448.4-5945|                               |222.1786|-59.7041|   16.56|   14.76|   17.96|  0.0|3.31|2.96|3.71|      0.90|       |     |           |        180|HMXB
 744|   SWIFT J1448.7-4009|222.174|-40.142|   5.58|                IGR 14488-4008|                               |222.2124|-40.1464|   10.89|    8.00|   13.15|  0.0|2.30|1.77|2.99|      1.60|       |     |           |         40|Sy1.2
 745|   SWIFT J1449.5+8602|222.756| 86.001|   4.22|       2MASX J14545815+8554589|                               |223.7408| 85.9164|    6.89|    4.22|    8.98|  0.0|1.73|1.04|2.57|      1.30|       |     |           |         30|Galaxy Cluster
 746|  SWIFT J1451.0-5540A|222.850|-55.681|  14.01|                      WKK 4374|                               |222.8881|-55.6773|   25.19|   22.39|   27.38|  0.0|2.22|1.97|2.49|      0.80| 0.0180|43.27|           |         50|Sy1.9
 747|  SWIFT J1451.0-5540B|222.311|-55.605|  12.07|                   2MFGC 12018|                               |222.3032|-55.6058|   26.99|   24.05|   29.80|  0.0|1.86|1.61|2.12|      0.50|       |     |           |         70|Unknown AGN
 748|   SWIFT J1453.3+2558|223.236| 25.913|  12.91|       2MASX J14530794+2554327|                               |223.2833| 25.9091|   22.80|   20.31|   25.18|  0.0|1.80|1.55|2.07|      1.10| 0.0490|44.11|           |         40|Sy1
 749|   SWIFT J1453.4-5524|223.404|-55.363|  12.69|         1RXS J145341.1-552146|                               |223.4558|-55.3622|   16.71|   14.92|   18.45|  0.0|3.14|2.81|3.53|      1.70|       |     |           |         90|CV
 750|   SWIFT J1454.9-5133|223.822|-51.577|  12.12|                      WKK 4438|                               |223.8230|-51.5710|   19.90|   17.59|   22.12|  0.0|2.43|2.11|2.78|      0.50| 0.0160|43.06|           |         40|Sy1.5
 751|   SWIFT J1457.8-4308|224.460|-43.116|  14.29|                      IC 4518A|                               |224.4216|-43.1321|   25.96|   23.57|   28.25|  0.0|2.42|2.19|2.67|      2.10| 0.0163|43.19|           |         50|Sy2
 752|   SWIFT J1458.9+7143|224.475| 71.717|   5.15|                      3C 309.1|                               |224.7816| 71.6722|    7.65|    5.88|    9.59|  0.0|1.80|1.11|2.59|      0.30| 0.9050|46.49|           |         80|Beamed AGN
 753|   SWIFT J1504.2+1025|226.014| 10.445|  18.00|                       Mrk 841|                               |226.0050| 10.4378|   33.30|   31.32|   35.41|  0.0|2.22|2.04|2.42|      0.90| 0.0364|44.01|           |         40|Sy1.2
 754|  SWIFT J1506.7+0353A|226.506|  3.713|   8.19|                      Mrk 1392|                               |226.4860|  3.7070|   18.78|   16.07|   21.67|  0.0|1.77|1.39|2.18|      1.80| 0.0361|43.75|           |         40|Sy1.5
 755|  SWIFT J1506.7+0353B|226.719|  3.858|   5.14|       2MASX J15064412+0351444|                               |226.6840|  3.8620|   15.74|   12.80|   18.89|  0.0|1.53|0.89|2.24|      2.50| 0.0377|43.72|           |         50|Sy2
 756|   SWIFT J1508.6-4953|227.164|-49.865|   8.32|                PMN J1508-4953|                               |227.1617|-49.8842|   28.55|   24.63|   32.28|  0.0|1.15|0.81|1.48|      1.10|       |     |           |         80|Beamed AGN
 757|   SWIFT J1508.8-0013|227.176| -0.183|   7.06|                      Mrk 1393|                               |227.2248| -0.1970|   17.23|   13.78|   20.50|  0.0|1.84|1.46|2.26|      1.70| 0.0543|44.08|           |         50|Sy1.9
 758|   SWIFT J1509.4-6649|227.340|-66.831|  16.65|               IGR J15094-6649|                               |227.3580|-66.8230|   24.39|   22.23|   26.44|  0.0|2.70|2.49|2.94|      2.40|       |     |           |         90|CV
 759|   SWIFT J1510.9+0547|227.749|  5.747|  10.64|                    ABELL 2029|                               |227.7333|  5.7447|   14.09|   12.30|   15.71|  0.0|3.60|3.13|4.17|      0.90|       |     |           |         30|Galaxy Cluster
 760|   SWIFT J1512.0-2119|227.983|-21.319|  12.81|       2MASX J15115979-2119015|                               |227.9992|-21.3171|   32.67|   30.00|   35.15|  0.0|1.97|1.74|2.21|      1.60| 0.0446|44.18|           |         40|Sy1.5
 761|  SWIFT J1512.2-1053A|227.920|-10.870|   4.89|           NVSS J151148-105023|                               |227.9530|-10.8399|    9.25|    1.52|   16.05|  0.0|1.03|0.00|0.00|      0.20|       |     |           |         80|Beamed AGN
 762|  SWIFT J1512.2-1053B|228.029|-10.828|   7.07|       2MASX J15120505-1046356|                               |228.0211|-10.7766|    5.81|    2.73|    8.52|  0.0|4.13|1.40|0.00|      0.30|       |     |           |         70|Unknown AGN
 763|   SWIFT J1512.8-0906|228.216| -9.081|  18.62|                   PKS 1510-08|                               |228.2106| -9.1000|   66.80|   63.40|   69.97|  0.0|1.32|1.18|1.47|      0.30| 0.3600|46.47|           |         80|Beamed AGN
 764|   SWIFT J1513.8-5910|228.486|-59.146| 116.22|                  PSR B1509-58|                               |228.4813|-59.1358|  259.74|  257.15|  262.03|  0.0|1.85|1.83|1.88|      2.40|       |     |           |        150|Pulsar
 765|   SWIFT J1513.8-8125|228.652|-81.387|  16.80|       2MASX J15144217-8123377|                               |228.6751|-81.3939|   29.35|   27.08|   31.35|  0.0|2.01|1.83|2.21|      0.80| 0.0684|44.52|           |         40|Sy1.2
 766|   SWIFT J1515.0+4205|228.784| 42.045|  13.40|                      NGC 5899|                               |228.7635| 42.0499|   20.44|   18.45|   22.20|  0.0|2.04|1.81|2.28|      0.40| 0.0086|42.53|           |         50|Sy2
 767|   SWIFT J1519.6+6538|229.910| 65.612|  11.63|                  CGCG 319-007|                               |229.8904| 65.5996|   18.13|   16.07|   19.96|  0.0|1.88|1.63|2.14|      0.80| 0.0440|43.92|           |         50|Sy1.9
 768|   SWIFT J1521.0-5711|230.176|-57.174|  72.57|                       Cir X-1|                               |230.1703|-57.1667|   81.88|   80.75|   82.87|  0.0|4.82|4.71|4.95|      3.50|       |     |           |        190|LMXB
 769|   SWIFT J1521.8+0334|230.470|  3.545|   5.25|       2MASS J15213967+0337292|                               |230.4153|  3.6248|   11.32|    7.76|   14.41|  0.0|1.88|1.20|2.63|      0.40| 0.1264|44.68|           |         40|Sy1.2
 770|   SWIFT J1523.5+6340|230.934| 63.645|   5.47|                     4C +63.22|                               |230.9411| 63.6567|    7.97|    5.50|   10.10|  0.0|1.99|1.42|2.65|      1.10| 0.2040|44.98|           |         40|Sy1
 771|   SWIFT J1530.0-1300|232.484|-12.963|   7.11|       2MASX J15295830-1300397|                               |232.4930|-13.0110|   14.49|   11.41|   17.16|  0.0|2.41|1.94|2.99|      0.30| 0.1039|44.60|           |         50|Sy1.9
 772|   SWIFT J1533.2-0836|233.338| -8.712|  13.16|                MCG -01-40-001|                               |233.3363| -8.7005|   31.80|   28.33|   34.83|  0.0|2.03|1.80|2.28|      1.00| 0.0227|43.57|           |         50|Sy1.9
 773|   SWIFT J1535.8-5749|233.966|-57.827|  10.70|         1RXS J153552.8-575055|                               |233.9700|-57.8490|   22.78|   20.22|   25.76|  0.0|1.96|1.69|2.24|      0.90|       |     |           |         70|Unknown AGN
 774|   SWIFT J1535.9+5751|233.970| 57.899|  17.21|                       Mrk 290|                               |233.9682| 57.9026|   23.79|   21.84|   26.06|  0.0|2.09|1.90|2.30|      1.00| 0.0296|43.68|           |         40|Sy1.5
 775|   SWIFT J1539.2-6227|234.806|-62.491|  12.55|            SWIFT J1539.2-6227|                               |234.7999|-62.4673|   23.31|   21.03|   25.96|  0.0|2.25|2.00|2.52|      1.80|       |     |           |        190|LMXB
 776|   SWIFT J1542.0-1410|235.575|-14.250|   4.88|       2MASX J15422399-1411055|                               |235.5999|-14.1849|   11.76|    8.77|   15.29|  0.0|1.93|1.26|2.77|      1.30|       |     |           |         40|Sy1.2
 777|   SWIFT J1542.6-5222|235.600|-52.385| 239.45|                    H 1538-522|                               |235.5971|-52.3861|  328.27|  326.42|  330.06|  0.0|3.36|3.34|3.38|    212.40|       |     |           |        180|HMXB
 778|   SWIFT J1546.3+6928|236.588| 69.499|   7.97|       2MASX J15462424+6929102|                               |236.6014| 69.4861|   14.24|   11.59|   16.79|  0.0|1.70|1.34|2.09|      0.50| 0.0380|43.68|           |         50|Sy2
 779|   SWIFT J1547.5+2050|236.842| 20.831|   6.49|                      3C 323.1|                               |236.9314| 20.8713|    7.70|    5.64|    9.61|  0.0|3.01|2.38|3.92|      1.40| 0.2640|45.22|           |         40|Sy1.2
 780|   SWIFT J1548.1-6406|236.913|-64.153|   4.00|            SWIFT J1548.1-6406|                               |236.8613|-64.2144|    9.33|    6.06|   12.47|  0.0|1.74|1.07|2.49|      0.90|       |     |           |         12|U2
 781|   SWIFT J1547.9-6232|236.970|-62.563|  55.25|                    4U 1543-62|                               |236.9762|-62.5698|   63.51|   62.12|   64.68|  0.0|4.53|4.40|4.67|      0.90|       |     |           |        190|LMXB
 782|   SWIFT J1548.0-4529|237.059|-45.481|  51.16|                        NY Lup|                               |237.0608|-45.4778|   95.25|   92.58|   97.49|  0.0|2.40|2.33|2.46|      8.00|       |     |           |         90|CV
 783|   SWIFT J1548.5-1344|237.117|-13.765|  13.28|                      NGC 5995|                               |237.1040|-13.7578|   35.21|   31.75|   38.12|  0.0|2.05|1.85|2.26|      2.50| 0.0252|43.71|           |         50|Sy1.9
 784|   SWIFT J1550.8-5419|237.750|-54.312|  25.43|                PSR J1550-5418|                               |237.7255|-54.3066|   85.33|   81.12|   88.86|  0.0|1.09|0.96|1.22|     11.20|       |     |           |        150|Pulsar
 785|   SWIFT J1553.6+2347|238.413| 23.773|   5.87|                     4C +23.42|                               |238.4316| 23.8071|    9.86|    7.15|   12.57|  0.0|2.17|1.65|2.80|      1.40| 0.1150|44.53|           |         50|Sy1.9
 786|   SWIFT J1553.6+2606|238.377| 26.090|   5.06|      SDSS J155334.73+261441.4|                               |238.3947| 26.2448|    5.02|    3.04|    7.02|  0.0|2.83|1.97|4.21|      1.20| 0.1664|44.58|           |         50|Sy1.9
 787|   SWIFT J1557.8-7913|239.424|-79.208|   9.96|                   PKS 1549-79|                               |239.2453|-79.2345|   14.98|   12.49|   17.43|  0.0|2.31|1.94|2.74|      0.50| 0.1501|44.96|           |         80|Beamed AGN
 788|   SWIFT J1557.8-5425|239.512|-54.385|  13.31|                    H 1553-542|                               |239.4512|-54.4150|   16.21|   14.68|   17.75|  0.0|4.15|3.74|4.65|      1.80|       |     |           |        180|HMXB
 789|   SWIFT J1558.4+2718|239.604| 27.251|  14.55|                    ABELL 2142|                               |239.5672| 27.2246|   15.12|   13.99|   16.27|  0.0|3.88|3.46|4.39|      0.80|       |     |           |         30|Galaxy Cluster
 790|   SWIFT J1559.6+2554|239.877| 25.922|  45.30|                         T CrB|                               |239.8757| 25.9202|   63.69|   61.97|   65.52|  0.0|2.57|2.49|2.65|      4.50|       |     |           |        100|Symbiotic star
 791|   SWIFT J1600.9-6044|240.249|-60.736|  15.31|                   1H 1556-605|                               |240.2596|-60.7383|   17.73|   16.74|   18.66|  0.0|6.02|5.44|6.73|      1.70|       |     |           |        190|LMXB
 792|   SWIFT J1605.9-7250|241.481|-72.861|  15.36|       2MASX J16052330-7253565|                               |241.3470|-72.8990|   24.61|   22.58|   26.77|  0.0|2.18|1.96|2.41|      0.80|       |     |           |         50|Sy2
 793|   SWIFT J1607.2+4834|241.876| 48.527|   5.03|       2MASX J16071388+4833266|                               |241.8080| 48.5573|    9.55|    7.30|   11.78|  0.0|1.56|0.88|2.30|      0.60| 0.1250|44.59|           |         40|Sy1.2
 794|   SWIFT J1607.4+8502|242.235| 84.973|   8.50|                   LEDA 100168|                               |241.8490| 85.0300|   13.38|   11.34|   15.38|  0.0|1.93|1.54|2.37|      0.30| 0.1830|45.10|           |         40|Sy1
