    |             BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#   |                     |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |
1199|   SWIFT J2330.5+7124|352.556| 71.391|   6.96|               IGR J23308+7120|                               |352.6960| 71.3360|   10.47|    7.84|   12.44|  0.0|1.98|1.46|2.61|      0.50| 0.0370|43.52|           |         50|Sy2
1200|   SWIFT J2333.9-2342|353.471|-23.694|   6.20|                  PKS 2331-240|                               |353.4802|-23.7280|   16.10|   12.71|   19.93|  0.0|1.40|0.91|1.90|      1.30| 0.0477|43.94|           |         80|Beamed AGN
1201|   SWIFT J2341.0+7645|355.160| 76.692|   5.08|         1RXS J234015.8+764207|                               |355.0860| 76.7030|    5.45|    4.02|    7.08|  0.0|3.18|2.43|4.27|      1.20|       |     |           |         90|CV
1202|   SWIFT J2341.8+3033|355.476| 30.574|  11.20|                     UGC 12741|                               |355.4811| 30.5818|   20.90|   18.32|   23.81|  0.0|1.93|1.68|2.21|      1.10| 0.0174|43.15|           |         50|Sy2
1203|   SWIFT J2343.9+0537|355.996|  5.593|   6.84|       2MASX J23435956+0538233|                               |355.9982|  5.6400|   14.78|   11.76|   18.19|  0.0|1.84|1.42|2.30|      2.20|       |     |           |         50|Sy2
1204|   SWIFT J2344.6-4246|356.225|-42.776|   7.79|       2MASX J23444387-4243124|                               |356.1829|-42.7201|   14.66|   12.40|   17.82|  0.0|1.79|1.40|2.23|      0.10| 0.5975|46.34|           |         50|Sy2
1205|   SWIFT J2346.8+5143|356.764| 51.692|   7.67|       2MASX J23470479+5142179|                               |356.7701| 51.7050|   10.00|    8.49|   12.13|  0.0|2.66|2.16|3.31|      0.50| 0.0440|43.66|           |         80|Beamed AGN
1206|   SWIFT J2351.9-0109|357.964| -1.143|   7.26|                   PKS 2349-01|                               |357.9839| -1.1537|   18.04|   15.28|   21.88|  0.0|1.60|1.20|2.02|      0.20| 0.1740|45.18|           |         40|Sy1
1207|   SWIFT J2352.2+5845|358.056| 58.778|   6.32|               IGR J23524+5842|                               |358.1120| 58.7000|   10.14|    8.18|   12.89|  0.0|1.97|1.46|2.57|      0.20| 0.1640|44.88|           |         50|Sy2
1208|   SWIFT J2352.6-1707|358.222|-17.074|   7.42|       2MASX J23525143-1704370|                               |358.2143|-17.0770|   14.68|   12.39|   17.14|  0.0|1.86|1.47|2.31|      0.80|       |     |           |         70|Unknown AGN
1209|   SWIFT J2359.0-3038|359.777|-30.579|  10.06|                    H 2356-309|                               |359.7830|-30.6280|   14.88|   13.03|   16.85|  0.0|2.28|1.91|2.72|      0.30| 0.1651|45.05|           |         80|Beamed AGN
1210|   SWIFT J2359.3-6058|359.736|-60.918|  10.27|                   PKS 2356-61|                               |359.7682|-60.9165|   17.43|   15.53|   19.48|  0.0|1.95|1.66|2.27|      0.90| 0.0963|44.61|           |         50|Sy2
1211|   SWIFT J0000.5+3251|  0.125| 32.847|   5.00|                       IC 5373|                               |  0.1200| 32.7824|    8.75|    6.30|   11.38|  0.0|1.98|1.39|2.71|      0.40| 0.0327|43.33|           |         70|Unknown AGN
1212|   SWIFT J0005.3-7443|  1.317|-74.438|   5.69|       2MASX J00052036-7426403|                               |  1.3351|-74.4445|   13.38|   10.67|   16.27|  0.0|1.47|1.01|1.93|      0.50| 0.1316|44.79|           |         40|Sy1
1213|   SWIFT J0007.6+0048|  1.864|  0.798|   6.14|            SWIFT J0007.6+0048|                               |  1.8636|  0.7979|    4.62|    1.72|    7.61|  0.0|2.46|0.00|0.00|      1.00|       |     |           |         14|confused source
1214|   SWIFT J0007.8-4133|  1.955|-41.338|   5.02|            SWIFT J0007.8-4133|                               |  1.9549|-41.3383|    7.95|    5.44|   10.59|  0.0|1.98|1.20|2.92|      0.90|       |     |           |         13|U3
1215|   SWIFT J0029.1+5937|  7.264| 59.378|  13.02|                  V* V1037 Cas|                               |  7.2628| 59.5720|    9.07|    6.72|   11.55|  0.0|2.11|1.59|2.73|      1.70|       |     |           |        190|LMXB
1216|   SWIFT J0043.9-5009| 10.987|-50.158|   4.85|                       NGC 238|                               | 10.8573|-50.1828|    5.09|    3.43|    6.73|  0.0|3.00|2.05|4.53|      0.50| 0.0287|42.98|           |         70|Unknown AGN
1217|   SWIFT J0046.1-4214| 11.521|-42.148|   5.73|                   PKS 0043-42|                               | 11.5740|-42.1310|   10.94|    8.30|   13.73|  0.0|1.67|1.13|2.28|      0.30| 0.1160|44.58|           |         60|LINER
1218|   SWIFT J0047.3+1445| 11.828| 14.737|   5.18|                     UGC 00488|                               | 11.8309| 14.7035|   11.28|    8.29|   13.78|  0.0|1.67|1.13|2.27|      0.60| 0.0393|43.61|           |         40|Sy1
1219|   SWIFT J0048.9+8229| 12.256| 82.525|   5.90|       2MASX J00502684+8229000|                               | 12.6128| 82.4834|   10.34|    7.95|   12.32|  0.0|1.86|1.35|2.43|      0.70|       |     |           |         70|Unknown AGN
1220|   SWIFT J0052.9+6630| 13.240| 66.502|   5.18|       2MASX J00531665+6630336|                               | 13.3179| 66.5083|   10.69|    8.06|   12.87|  0.0|1.64|1.02|2.40|      1.40|       |     |           |         12|U2
1221|   SWIFT J0056.9+1472| 14.220| 14.723|   5.22|                        2E 233|                               | 14.2914| 14.7695|    7.82|    5.08|   10.10|  0.0|1.98|1.05|3.51|      0.50| 0.1718|44.81|           |         40|Sy1
1222|   SWIFT J0100.0-7236| 15.239|-72.364|   6.12|                       SXP 202|                               | 14.8371|-72.3877|    1.53|    0.00|    3.86|  0.0|2.87|0.00|0.00|      0.50|       |     |           |        180|HMXB
1223|   SWIFT J0102.2+4255| 15.552| 42.558|   4.84|            SWIFT J0102.2+4255|                               | 15.5520| 42.5577|    6.59|    4.11|    8.98|  0.0|2.43|1.58|3.95|      0.90|       |     |           |         13|U3
1224|   SWIFT J0115.9+2532| 18.974| 25.330|   5.88|       2MASX J01155048+2515369|                               | 18.9604| 25.2602|   10.90|    7.81|   13.92|  0.0|1.97|1.45|2.63|      1.00|       |     |           |         40|Sy1
1225|   SWIFT J0119.2+1604| 19.850| 16.097|   5.33|              IRAS F01164+1549|                               | 19.7745| 16.0824|    7.10|    4.65|    9.48|  0.0|2.64|1.89|3.76|      0.30|       |     |           |         70|Unknown AGN
1226|   SWIFT J0120.7-1444| 20.213|-14.724|   5.31|                MCG -03-04-054|                               | 20.1796|-14.7321|    9.98|    6.80|   13.08|  0.0|1.88|1.38|2.46|      1.50| 0.0395|43.56|           |         70|Unknown AGN
1227|   SWIFT J0128.5-5647| 22.134|-56.802|   5.40|       2MASX J01282045-5649394|                               | 22.0855|-56.8276|    7.98|    5.82|   10.28|  0.0|2.07|1.54|2.73|      0.80| 0.0666|43.93|           |         50|Sy2 candidate
1228|   SWIFT J0131.5-1007| 22.888|-10.133|   6.48|      SDSS J013126.71-100931.1|                               | 22.8613|-10.1587|   12.84|   10.00|   15.88|  0.0|1.81|1.33|2.34|      0.80| 3.5150|48.16|           |         70|Unknown AGN
1229|   SWIFT J0144.8-2754| 26.211|-27.540|   4.82|                PMN J0145-2733|                               | 26.2641|-27.5595|   10.72|    7.77|   13.86|  0.0|1.43|0.00|2.74|      2.00| 1.1550|46.90|           |         70|Unknown AGN
1230|   SWIFT J0147.1+6138| 26.763| 61.390|   5.68|               RX J0146.9+6121|                               | 26.7507| 61.3567|    6.36|    4.95|    7.86|  0.0|3.29|2.55|4.34|      1.40|       |     |           |        180|HMXB
1231|  SWIFT J0147.7-66010| 26.816|-66.172|   5.61|                ESO 080- G 005|                               | 26.9138|-66.1632|   11.54|    8.83|   14.42|  0.0|1.44|0.95|1.96|      0.90| 0.0270|43.28|           |         40|Sy1
1232|   SWIFT J0154.6-5057| 28.641|-50.574|   7.18|                 PKS B0151-507|                               | 28.4636|-50.5293|   11.83|    8.80|   13.82|  0.0|1.84|1.43|2.29|      0.70|       |     |           |         70|Unknown AGN
1233|   SWIFT J0155.2-3048| 28.749|-30.791|   5.30|               2dFGRS S384Z181|                               | 28.8818|-30.7649|    7.24|    4.61|    8.90|  0.0|2.39|1.69|3.39|      1.70| 0.1336|44.53|           |         70|Unknown AGN
1234|   SWIFT J0156.1+4463| 29.030| 44.631|   5.33|            SWIFT J0156.1+4463|                               | 29.0302| 44.6314|   13.89|    9.88|   16.55|  0.0|1.34|0.72|1.99|      0.60|       |     |           |         11|U1
1235|   SWIFT J0156.5-5303| 29.130|-53.036|   5.49|                       RBS 259|                               | 29.2418|-53.0333|    7.32|    4.86|    8.88|  0.0|2.31|1.80|2.91|      1.80|       |     |           |         80|Beamed AGN
1236|   SWIFT J0159.8+6718| 29.953| 67.189|   5.32|               IGR J01583+6713|                               | 29.5758| 67.2239|    5.99|    4.74|    7.95|  0.0|2.98|2.29|3.87|      1.10|       |     |           |        180|HMXB
1237|   SWIFT J0201.0+0329| 30.297|  3.573|   6.93|               [HB89] 0158+031|                               | 30.1701|  3.3804|   10.71|    7.84|   13.17|  0.0|2.25|1.60|3.24|      1.10| 0.7650|46.46|           |         70|Unknown AGN
1238|   SWIFT J0201.5+5032| 30.377| 50.538|   5.54|                    UGC 01493A|                               | 30.2895| 50.5071|   10.15|    7.41|   12.50|  0.0|2.05|1.53|2.65|      0.80| 0.0163|42.78|           |         70|Unknown AGN
1239|   SWIFT J0205.5-0255| 31.367| -2.555|   5.93|            SWIFT J0205.5-0255|                               | 31.3667| -2.5551|   12.36|    8.99|   15.26|  0.0|1.75|1.22|2.35|      0.30|       |     |           |         13|U3
1240|   SWIFT J0225.8+5946| 36.459| 59.466|   5.93|           NVSS J022626+592753|                               | 36.6090| 59.4647|   10.11|    7.48|   12.36|  0.0|2.11|1.62|2.70|      0.80|       |     |           |         80|Beamed AGN
1241|   SWIFT J0231.4+3605| 37.928| 36.112|   4.92|            SWIFT J0231.4+3605|                               | 37.8942| 36.1803|    6.33|    4.00|    8.23|  0.0|2.80|1.75|4.79|      0.60|       |     |           |         12|U2
1242|   SWIFT J0233.4+2754| 38.335| 27.944|   6.84|                      Mrk 1179|                               | 38.3431| 27.9369|   13.16|   11.40|   17.02|  0.0|1.95|1.45|2.56|      0.30| 0.0376|43.64|           |         50|Sy1.9
1243|   SWIFT J0233.8+0243| 38.440|  2.437|   5.13|               IGR J02341+0228|                               | 38.4551|  2.4903|    7.02|    5.76|    9.74|  0.0|2.69|1.98|3.77|      1.50| 0.3210|45.37|           |         80|Beamed AGN
1244|   SWIFT J0244.8-5829| 41.188|-58.299|   8.39|                BZB J0244-5819|                               | 41.1679|-58.3318|   10.13|    9.00|   12.59|  0.0|2.43|2.01|2.95|      0.50| 0.2645|45.34|           |         80|Beamed AGN
1245|   SWIFT J0248.3+1202| 42.069| 12.022|   5.69|            CGCG 440-011 NED01|                               | 42.1483| 12.0086|   14.36|   12.12|   19.26|  0.0|1.41|0.79|2.08|      0.70| 0.0344|43.59|           |         70|Unknown AGN
1246|   SWIFT J0250.8-3626| 42.698|-36.266|   5.23|           6dF J0250552-361636|                               | 42.7305|-36.2766|   10.01|    8.48|   13.37|  0.0|1.73|1.13|2.43|      1.70| 1.5360|47.18|           |         40|Sy1;broad-line AGN
1247|   SWIFT J0252.6-1306| 43.150|-13.096|   5.18|       2MASX J02523566-1306147|                               | 43.1485|-13.1041|   10.69|    8.33|   14.11|  0.0|1.78|1.18|2.45|      0.70|       |     |           |         70|Unknown AGN
1248|   SWIFT J0259.8+2448| 44.953| 24.803|   5.73|  GALEXMSC J025952.92+245410.8|                               | 44.9705| 24.9030|    8.69|    6.69|   11.57|  0.0|2.49|1.80|3.51|      0.40|       |     |           |         12|U2
1249|   SWIFT J0300.1+3674| 45.022| 36.745|   5.18|                      Mrk 1066|                               | 44.9941| 36.8206|    9.98|    7.67|   13.31|  0.0|2.08|1.42|2.96|      0.40| 0.0120|42.51|           |         50|Sy2
1250|   SWIFT J0300.2+1655| 45.040| 16.554|   5.44|         1RXS J030007.6+163023|                               | 45.0333| 16.5040|   11.28|    8.82|   14.86|  0.0|2.03|1.44|2.74|      0.80| 0.0350|43.50|           |         40|Sy1
1251|   SWIFT J0302.2-2334| 45.461|-23.573|   5.17|       2MASX J03021318-2335198|                               | 45.5549|-23.5889|   10.37|    8.00|   13.80|  0.0|1.61|0.96|2.32|      0.30| 0.0353|43.47|           |         40|Sy1
1252|   SWIFT J0302.2+6853| 45.548| 68.880|   5.53|       2MASX J03022154+6855070|                               | 45.5899| 68.9187|   12.15|    9.76|   15.60|  0.0|1.60|0.97|2.28|      0.50| 0.0220|43.12|           |         70|Unknown AGN
1253|   SWIFT J0302.3-2429| 45.581|-24.480|   5.11|                ESO 480-IG 021|                               | 45.6195|-24.4558|    7.52|    5.19|    9.28|  0.0|2.32|1.64|3.24|      0.90| 0.0520|43.68|           |         50|Sy2 candidate
1254|   SWIFT J0304.6+3348| 46.190| 33.804|   5.25|                     4C +33.06|                               | 46.1723| 33.8121|   11.89|    8.60|   14.40|  0.0|1.86|1.35|2.43|      0.60|       |     |           |         80|Beamed AGN
1255|   SWIFT J0306.0-3902| 46.511|-39.029|   5.52|                      NGC 1217|                               | 46.5251|-39.0364|   10.02|    7.30|   12.08|  0.0|1.74|1.19|2.35|      1.20| 0.0210|43.00|           |         60|LINER
1256|   SWIFT J0306.4+7641| 46.597| 76.413|   5.22|         1RXS J030536.7+762257|                               | 46.4029| 76.3825|   10.47|    7.76|   12.52|  0.0|1.82|1.37|2.32|      2.20|       |     |           |         70|Unknown AGN
1257|   SWIFT J0310.7+3917| 47.741| 39.233|   6.10|      WISE J031024.53+391057.9|                               | 47.6022| 39.1827|    9.90|    6.70|   12.32|  0.0|1.89|1.34|2.55|      1.90| 0.3700|45.67|           |         80|Beamed AGN
1258|   SWIFT J0311.2-0855| 47.776| -8.930|   5.63|                      NGC 1241|                               | 47.8110| -8.9221|   11.64|    9.55|   14.22|  0.0|1.78|1.23|2.40|      1.20| 0.0135|42.68|           |         50|Sy2
1259|   SWIFT J0313.2-3507| 48.298|-35.077|   5.49|         1RXS J031325.0-350636|                               | 48.3535|-35.1073|    5.95|    4.72|    7.41|  0.0|2.86|2.16|3.99|      0.90| 0.1140|44.30|           |         40|Sy1
1260|   SWIFT J0315.0-1908| 48.995|-19.083|   6.07|       2MASX J03155208-1906442|                               | 48.9671|-19.1123|   15.46|   13.15|   18.32|  0.0|1.31|0.84|1.79|      1.80| 0.0671|44.23|           |         50|Sy2
1261|   SWIFT J0317.1+1542| 49.139| 15.847|   5.08|         1RXS J031639.0+155435|                               | 49.1642| 15.9094|    7.25|    5.38|    9.53|  0.0|2.38|1.61|3.46|      1.70| 0.1740|44.79|           |         70|Unknown AGN
1262|   SWIFT J0324.9-0304| 51.234| -3.048|   7.08|                      NGC 1320|                               | 51.2029| -3.0423|   13.13|    9.80|   16.48|  0.0|1.97|1.55|2.46|      0.80| 0.0089|42.36|           |         50|Sy2
1263|   SWIFT J0325.3-1217| 51.292|-12.284|   4.92|                MCG -02-09-040|                               | 51.2706|-12.3080|    8.60|    5.64|   11.56|  0.0|2.04|1.50|2.65|      1.60| 0.0150|42.64|           |         50|Sy2
1264|   SWIFT J0325.4-0619| 51.343| -6.195|   6.61|                       Mrk 609|                               | 51.3557| -6.1439|   12.32|    8.99|   15.65|  0.0|1.94|1.49|2.47|      1.50| 0.0345|43.53|           |         40|Sy1.8
1265|   SWIFT J0327.9-5301| 51.965|-53.012|   5.66|       2MASX J03274831-5256080|                               | 51.9512|-52.9354|    6.79|    4.57|    8.99|  0.0|2.40|1.77|3.27|      0.30| 0.0599|43.77|           |         70|Unknown AGN
1266|   SWIFT J0329.4-2157| 52.346|-21.951|   4.97|       2MASX J03291029-2201166|                               | 52.2928|-22.0211|   10.51|    6.97|   13.14|  0.0|1.55|0.92|2.23|      1.10| 0.0349|43.47|           |         70|Unknown AGN
1267|   SWIFT J0356.2-6104| 59.037|-61.075|   5.16|  GALEXASC J035559.47-610428.3|                               | 58.9985|-61.0747|    9.45|    6.42|   11.70|  0.0|1.70|1.13|2.33|      1.20| 0.2266|45.16|           |         40|Sy1
1268|   SWIFT J0356.3-6603| 59.161|-66.052|   5.61|            SWIFT J0356.3-6603|                               | 59.1605|-66.0522|    9.10|    6.25|   11.22|  0.0|1.81|1.14|2.64|      1.10|       |     |           |         11|U1
1269|   SWIFT J0358.9+1050| 59.733| 10.506|   6.31|                         3C 98|                               | 59.7268| 10.4342|   12.28|    8.82|   14.85|  0.0|2.17|1.69|2.77|      1.20| 0.0305|43.42|           |         50|Sy2
1270|   SWIFT J0402.9+0197| 60.721|  1.977|   6.75|                     UGC 02936|                               | 60.7008|  1.9660|    7.99|    6.14|    9.49|  0.0|3.51|2.60|5.14|      0.50| 0.0127|42.46|           |         50|Sy2
1271|   SWIFT J0407.9-1219| 61.982|-12.196|   5.89|               [HB89] 0405-123|                               | 61.9518|-12.1935|    8.14|    5.80|   10.04|  0.0|2.56|1.96|3.35|      0.40| 0.5726|46.04|           |         80|Beamed AGN
1272|   SWIFT J0412.8+5842| 63.197| 58.428|   5.70|       2MASX J04123958+5825181|                               | 63.1649| 58.4217|    8.69|    6.07|   10.79|  0.0|2.33|1.76|3.03|      1.20| 0.0675|43.98|           |         40|Sy1
1273|   SWIFT J0422.1+4893| 65.514| 48.932|   4.95|         1RXS J042201.0+485610|                               | 65.5022| 48.9344|    7.49|    5.11|    9.42|  0.0|2.75|1.96|3.99|      1.40| 0.1140|44.40|           |         40|Sy1
1274|   SWIFT J0427.0+0734| 66.756|  7.346|   5.22|               RX J0427.0+0716|                               | 66.7688|  7.2758|   10.87|    7.82|   13.72|  0.0|2.11|1.54|2.84|      1.00| 0.0900|44.34|           |         40|Sy1
1275|   SWIFT J0428.6-3788| 67.140|-37.887|   5.73|                  PKS 0426-380|                               | 67.1684|-37.9388|    3.82|    0.15|    7.40|  0.0|2.56|0.00|0.00|      1.40|       |     |           |         80|Beamed AGN
1276|   SWIFT J0441.2-6517| 70.293|-65.175|   6.72|       2MASX J04403561-6507490|                               | 70.1485|-65.1302|    9.17|    7.19|   11.02|  0.0|2.34|1.85|2.96|      0.20|       |     |           |         70|Unknown AGN
1277|   SWIFT J0450.6+3015| 72.655| 30.283|   7.63|     WISEP J045048.00+301502.8|                               | 72.7000| 30.2508|   16.63|   13.59|   19.49|  0.0|2.14|1.65|2.74|      1.50|       |     |           |         70|Unknown AGN
1278|   SWIFT J0506.6-1937| 76.691|-19.624|   5.03|       2MASX J05064796-1936507|                               | 76.6998|-19.6141|   13.56|   10.18|   16.72|  0.0|1.31|0.76|1.87|      0.20| 0.0941|44.48|           |         40|Sy1
1279|   SWIFT J0516.5-5179| 79.126|-51.799|   5.20|            SWIFT J0516.5-5179|                               | 79.1255|-51.7992|    7.49|    5.59|    9.24|  0.0|1.99|1.34|2.79|      1.10|       |     |           |         13|U3
1280|   SWIFT J0522.3+0744| 80.577|  7.731|   5.27|            SWIFT J0522.3+0744|                               | 80.5766|  7.7307|    9.38|    7.23|   11.35|  0.0|2.60|1.90|3.58|      1.20|       |     |           |         11|U1
1281|   SWIFT J0534.8-6026| 83.697|-60.269|   5.70|       2MASX J05343093-6016153|                               | 83.6287|-60.2710|   10.71|    8.67|   12.59|  0.0|1.80|1.31|2.35|      0.20| 0.0570|43.92|           |         40|Sy1
1282|   SWIFT J0538.5-4411| 84.632|-44.116|   5.12|               [HB89] 0537-441|                               | 84.7098|-44.0858|   14.86|   12.08|   17.44|  0.0|0.88|0.00|1.57|      1.90| 0.8940|46.77|           |         80|Beamed AGN
1283|   SWIFT J0540.9-6909| 85.233|-69.096|   5.73|                   [RSG2010] A|                               | 85.3611|-69.0233|    5.66|    4.28|    6.90|  0.0|2.82|2.05|3.97|      0.40|       |     |           |        180|HMXB
1284|   SWIFT J0547.1-6427| 86.781|-64.278|   4.80|       2MASS J05464183-6415219|                               | 86.6742|-64.2561|    8.21|    5.63|   10.07|  0.0|1.95|1.33|2.69|      0.50| 0.3230|45.45|           |         40|Sy1
1285|   SWIFT J0547.1+3784| 86.782| 37.846|   6.92|           NVSS J054706+375236|                               | 86.7738| 37.8743|   12.66|    9.79|   14.73|  0.0|2.53|2.02|3.20|      1.40|       |     |           |         12|U2
1286|   SWIFT J0550.5-2309| 87.620|-23.093|   5.83|       2MASX J05503948-2311173|                               | 87.6646|-23.1882|   11.87|    8.87|   14.04|  0.0|1.88|1.40|2.42|      2.00|       |     |           |         70|Unknown AGN
1287|   SWIFT J0556.3-3308| 89.076|-33.086|   4.91|                MAXI J0556-332|                               | 89.1930|-33.1745|    4.16|    3.31|    4.84|  0.0|4.74|3.43|7.13|      2.10|       |     |           |        190|LMXB
1288|   SWIFT J0607.4+2205| 91.857| 22.050|   7.06|       2MASS J06072661+2205477|                               | 91.8610| 22.0966|   13.56|   10.31|   15.92|  0.0|2.40|1.95|2.95|      0.80|       |     |           |        180|HMXB
1289|   SWIFT J0608.9-5507| 92.209|-55.078|   5.14|                  PKS 0607-549|                               | 92.2046|-54.9451|    6.24|    2.52|    9.92|  0.0|2.19|0.00|8.03|      0.10|       |     |           |         80|Beamed AGN
1290|   SWIFT J0616.2-0308| 94.006| -3.128|   5.99|            SWIFT J0616.2-0308|                               | 94.0061| -3.1280|   14.67|   11.55|   17.91|  0.0|1.52|0.95|2.18|      2.50|       |     |           |         11|U1
1291|   SWIFT J0621.8-5226| 95.461|-52.265|   5.23|       2MASX J06215493-5214343|                               | 95.4789|-52.2429|    8.79|    6.66|   10.98|  0.0|1.84|1.25|2.56|      1.10|       |     |           |         70|Unknown AGN
1292|   SWIFT J0628.2-3556| 97.046|-35.936|   5.71|  GALEXASC J062816.69-355147.3|                               | 97.0696|-35.8631|    8.13|    6.24|   10.05|  0.0|2.36|1.82|3.10|      1.60|       |     |           |         12|U2
1293|   SWIFT J0628.7-8346| 97.172|-83.759|   5.54|            SWIFT J0628.7-8346|                               | 97.1716|-83.7591|    7.34|    5.62|    9.06|  0.0|2.48|1.95|3.21|      1.40|       |     |           |         12|U2
1294|   SWIFT J0632.1-5404| 98.022|-54.043|   6.83|         1RXS J063200.7-540454|                               | 98.0049|-54.0826|    8.08|    6.15|    9.12|  0.0|2.75|2.27|3.36|      1.20| 0.2036|44.99|           |         80|Beamed AGN
1295|   SWIFT J0636.5-2036| 99.085|-20.625|   5.01|       2MASX J06363227-2034532|                               | 99.1344|-20.5814|    9.29|    6.14|   11.00|  0.0|1.93|1.36|2.63|      1.40| 0.0552|43.83|           |         50|Sy2
1296|   SWIFT J0636.6+5912| 99.143| 59.196|   5.22|  GALEXASC J063634.15+591319.6|                               | 99.1423| 59.2221|   10.17|    7.10|   11.83|  0.0|1.96|1.42|2.61|      1.70|       |     |           |         12|U2
1297|   SWIFT J0639.9-5124| 99.978|-51.406|   5.71|       2MASX J06394080-5125142|                               | 99.9199|-51.4207|    7.92|    5.56|    9.20|  0.0|2.26|1.69|3.00|      0.90| 0.1085|44.38|           |         40|Sy1
1298|   SWIFT J0640.3-1286|100.070|-12.866|   5.31|                PMN J0640-1253|                               |100.0300|-12.8877|    7.87|    5.79|   10.38|  0.0|2.56|1.82|3.74|      0.40|       |     |           |         80|Beamed AGN
1299|   SWIFT J0641.9-0336|100.480| -3.362|   5.64|                PMN J0641-0320|                               |100.4631| -3.3468|   21.94|   18.11|   26.46|  0.0|0.96|0.00|1.50|      1.10|       |     |           |         80|Beamed AGN
1300|   SWIFT J0642.9+5543|100.727| 55.433|   7.72|         1RXS J064255.9+552835|                               |100.7329| 55.4764|    9.33|    7.80|   11.18|  0.0|3.24|2.56|4.26|      0.50|       |     |           |        110|star
1301|   SWIFT J0645.4-1651|101.349|-16.848|   5.81|                     V* HL CMa|                               |101.3218|-16.8596|    6.96|    5.38|    8.84|  0.0|3.25|2.40|4.59|      0.70|       |     |           |        170|Nova
1302|   SWIFT J0650.0+6085|102.511| 60.854|   5.21|                      NGC 2273|                               |102.5361| 60.8458|   10.12|    7.24|   12.48|  0.0|1.81|1.17|2.60|      0.50| 0.0061|41.93|           |         50|Sy2
1303|   SWIFT J0656.0-6560|104.005|-65.604|   6.57|            SWIFT J0656.0-6560|                               |104.0049|-65.6042|   12.06|    9.56|   14.13|  0.0|1.78|1.30|2.31|      2.00|       |     |           |         13|U3
1304|   SWIFT J0657.9-1775|104.466|-17.755|   5.15|         1RXS J065806.3-174427|                               |104.5263|-17.7408|    9.10|    6.39|   11.30|  0.0|2.16|1.50|3.04|      0.90|       |     |           |        110|star
1305|   SWIFT J0659.6+5412|104.910| 54.156|   5.37|                       Mrk 374|                               |104.9088| 54.1966|   10.31|    7.43|   12.68|  0.0|1.92|1.27|2.76|      0.50| 0.0426|43.64|           |         40|Sy1
1306|   SWIFT J0704.9+4216|106.211| 42.260|   4.82|       2MASX J07042579+4214134|                               |106.1074| 42.2370|    7.79|    5.21|    9.85|  0.0|2.41|1.59|3.60|      1.00|       |     |           |         70|Unknown AGN
1307|   SWIFT J0711.1+3159|107.787| 31.983|   5.59|            SWIFT J0711.1+3159|                               |107.7867| 31.9828|   10.89|    7.98|   13.29|  0.0|2.19|1.65|2.88|      0.20|       |     |           |         14|confused source
1308|   SWIFT J0721.0+7133|110.491| 71.331|   6.39|               [HB89] 0716+714|                               |110.4727| 71.3434|   19.04|   16.56|   21.72|  0.0|1.15|0.72|1.55|      0.60| 0.3000|45.74|           |         80|Beamed AGN
1309|   SWIFT J0722.6+3051|110.653| 30.519|   4.84|            SWIFT J0722.6+3051|                               |110.6529| 30.5194|    9.52|    7.26|   11.94|  0.0|2.08|1.42|2.96|      1.00|       |     |           |         13|U3
1310|   SWIFT J0722.5+2121|110.667| 21.456|   5.03|            SWIFT J0722.5+2121|                               |110.6668| 21.4562|   19.69|   16.44|   23.21|  0.0|1.00|0.00|1.55|      0.80|       |     |           |         11|U1
1311|   SWIFT J0726.6-4634|111.638|-46.349|   5.53|                ESO 257- G 015|                               |111.6009|-46.3492|    7.64|    6.04|    9.35|  0.0|2.46|1.92|3.17|      0.90| 0.0304|43.21|           |         70|Unknown AGN
1312|   SWIFT J0728.5-4420|112.130|-44.210|   6.20|       2MASX J07282339-4408243|                               |112.0975|-44.1401|    9.75|    7.82|   12.82|  0.0|2.04|1.57|2.60|      0.60| 0.0817|44.21|           |         40|Sy1
1313|   SWIFT J0733.5+4421|113.368| 44.214|   5.51|       2MASX J07332379+4414484|                               |113.3491| 44.2469|   12.47|   10.01|   16.38|  0.0|1.66|1.07|2.28|      2.30| 0.0557|43.97|           |         50|Sy2
1314|   SWIFT J0745.1-2380|116.284|-23.803|   4.97|      WISE J074450.96-235014.8|                               |116.2124|-23.8375|    7.24|    5.50|   10.03|  0.0|2.56|1.78|4.06|      1.10|       |     |           |         70|Unknown AGN
1315|   SWIFT J0749.8+3359|117.445| 33.979|   5.37|                       IC 2207|                               |117.4620| 33.9623|   13.87|   11.20|   18.11|  0.0|1.59|1.09|2.14|      0.70| 0.0160|42.90|           |         70|Unknown AGN
1316|   SWIFT J0755.7+3912|118.930| 39.128|   6.06|                       Mrk 382|                               |118.8554| 39.1861|   11.00|    8.37|   13.52|  0.0|2.01|1.52|2.61|      0.70| 0.0337|43.46|           |         40|Sy1
1317|   SWIFT J0801.7+4764|120.414| 47.643|   5.10|         1RXS J080132.3+473618|                               |120.3832| 47.6045|    8.98|    6.52|   11.32|  0.0|2.04|1.37|2.92|      0.90| 0.1567|44.78|           |         40|Sy1
